video_id,title,hashtags,tags,published_at,duration
mY1DSWP6qlk,ゲームをやめられないそこのあなたへ #shorts #vtuber #切り抜き #にじさんじ #お悩み相談,"#shorts, #vtuber, #切り抜き, #にじさんじ, #お悩み相談","雑談, お悩み相談",2023-12-16T03:00:22Z,PT56S
kjYNyBJqTeQ,【#にじさんじアイラブ歌リレー】異次元フェスありがとう‥ありがとう‥！！！！【白雪 巴/にじさんじ】,#にじさんじアイラブ歌リレー,"歌, 歌リレー",2023-12-15T14:20:12Z,PT40M48S
FeBwT_YuKx4,何やら言いたいことがあるらしい白雪巴 #shorts #vtuber #切り抜き  #にじさんじ #白雪巴  #実況,"#shorts, #vtuber, #切り抜き, #にじさんじ, #白雪巴, #実況","雑談, フリートーク",2023-12-13T09:00:09Z,PT32S
xv8YKEzTB8c,【お悩み相談 #恋愛編02】元カノと似てる/カラダの関係/デートの誘い方etc...周りにも言えない悩み事、白雪が聞きますっ！【白雪 巴/にじさんじ】,#恋愛編02,"雑談, お悩み相談",2023-12-12T14:37:20Z,PT1H31M11S
1C24qaTjaWU,【ボイス付】疲れているあなたに捧げるお姉さん #shorts #vtuber #varkshorts #にじさんじ #白雪巴  #3d,"#shorts, #vtuber, #varkshorts, #にじさんじ, #白雪巴, #3d","ASMR, 甘やかし",2023-12-08T09:00:01Z,PT12S
AS-4byTS0yo,いい子だから見せられるよね？ #shorts #vtuber #varkshorts #にじさんじ #白雪巴  #3d,"#shorts, #vtuber, #varkshorts, #にじさんじ, #白雪巴, #3d","雑談, フリートーク",2023-12-07T09:00:10Z,PT19S
z5lgaGbtYmk,【ボイス付】毎朝お姉さんがお出迎えしてくれる世界 #shorts #vtuber #varkshorts #にじさんじ #白雪巴 #3d,"#shorts, #vtuber, #varkshorts, #にじさんじ, #白雪巴, #3d","ASMR, 甘やかし",2023-12-06T09:00:49Z,PT14S
pUnRwHBmtGE,【お悩み相談 #恋愛編01】既読無視/告白する勇気/距離の縮め方etc...周りにも言えない悩み事、白雪が聞きますっ！【白雪 巴/にじさんじ】,#恋愛編01,"雑談, お悩み相談",2023-12-05T14:45:09Z,PT1H34M22S
7DJnJTlII8M,【#白雪巴4周年】いち…に…さん…よんっ！？？ケーキとワインで召す♡【白雪 巴/にじさんじ】,#白雪巴4周年,"イベント, 周年記念",2023-11-30T17:50:24Z,PT4H38M6S
i5CrstdWz9c,【#白雪巴新衣装】4周年ありがとう♡新衣装でお返しっ【白雪 巴/にじさんじ】,#白雪巴新衣装,"お披露目, 新衣装",2023-11-29T14:43:27Z,PT2H35M31S
KhzHmFrnpQU,あら…ごめんなさいね？ #shorts #vtuber #varkshorts #にじさんじ #白雪巴  #3d,"#shorts, #vtuber, #varkshorts, #にじさんじ, #白雪巴, #3d","雑談, フリートーク",2023-11-26T03:00:14Z,PT10S
A25S-r72CxQ,理不尽なことにイライラしたときの対処法はこれです #shorts #vtuber #切り抜き #にじさんじ #お悩み相談,"#shorts, #vtuber, #切り抜き, #にじさんじ, #お悩み相談","雑談, お悩み相談",2023-11-18T03:00:04Z,PT1M
BH-HSYVJXoQ,授業中眠くなった時はこれ！！！学生の悩みに答えるお姉さんVtuber #shorts #vtuber #切り抜き #にじさんじ #お悩み相談,"#shorts, #vtuber, #切り抜き, #にじさんじ, #お悩み相談","雑談, お悩み相談",2023-11-13T09:00:15Z,PT1M
_Nc7IHXRYLA,ホラゲーでみっともなくお姉さんに助けを求めるお姉さんVtuber #shorts #vtuber #夜間警備  #切り抜き  #にじさんじ #白雪巴 #ゲーム #実況,"#shorts, #vtuber, #夜間警備, #切り抜き, #にじさんじ, #白雪巴, #ゲーム, #実況","ゲーム実況, 夜間警備, ホラー",2023-11-12T03:00:30Z,PT41S
5vpHX1snvSM,ビビらせてくるストーカーを逆にビビらせたったｗｗｗｗｗｗｗ #shorts #vtuber #パラソーシャル #切り抜き  #にじさんじ #白雪巴 #ゲーム #実況,"#shorts, #vtuber, #パラソーシャル, #切り抜き, #にじさんじ, #白雪巴, #ゲーム, #実況","雑談, フリートーク",2023-11-07T13:00:04Z,PT52S
R9hM-dxdYV8,【#ガチ百合】本当にあったリアル百合エピソード＃４【白雪 巴/にじさんじ】,#ガチ百合,"百合, リアル百合エピソード",2023-11-02T14:35:40Z,PT1H29M5S
VknyxDG31TI,【晩酌】カオス回！？メンがヘラる時とは？お姉さんの一杯飲み終わるまでホロ酔いトーク #いっ杯晩酌 03【白雪 巴/にじさんじ】,#いっ杯晩酌,"雑談, 晩酌",2023-11-01T16:25:29Z,PT2H49M58S
DzmGrbQ2Pm0,3Dコラボ【#手錠拘束プレイ耐久】9時間拘束されたお姉さん2人に何も起こらないはずがない【フミ/白雪 巴/にじさんじ】,#手錠拘束プレイ耐久,"企画, コラボ, フミ, 耐久, 3D",2023-10-24T13:13:42Z,PT9H23M5S
JB3KDYTBMyM,ねぇ、食べてもいい？【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-10-23T09:00:20Z,PT18S
UugFl7lBmQ0,コラボのお礼をする白雪巴に驚き照れる椎名唯華さん(モノマネ付き) #shorts #vtuber #切り抜き,"#shorts, #vtuber, #切り抜き","雑談, 椎名唯華, コラボ, フリートーク",2023-10-21T03:00:15Z,PT34S
ijA-tMJCtWE,お姉さんにがんばれ♥がんばれ♥されたい人向け【白雪 巴/にじさんじ】 #vtuber #shorts #3d,"#vtuber, #shorts, #3d","ASMR, 甘やかし",2023-10-20T09:00:37Z,PT7S
aKRhpybhAS4,#キスしちゃだめっ！ お姉さんが踊ってみた【白雪 巴/にじさんじ】#shorts #vtuber #3d,"#キスしちゃだめっ！, #shorts, #vtuber, #3d","企画, 3D",2023-10-19T09:00:00Z,PT18S
i94nKR0OhaY,防災グッズをコツコツと集めている一人暮らし独身お姉さんの心境 #shorts #vtuber #切り抜き,"#shorts, #vtuber, #切り抜き","雑談, 体験談",2023-10-18T09:00:28Z,PT37S
cvAoAEaB0Cs,#美少女無罪パイレーツ お姉さんが踊ってみた♡【白雪 巴/にじさんじ】#shorts #vtuber #3d,"#美少女無罪パイレーツ, #shorts, #vtuber, #3d","企画, 3D",2023-10-17T09:00:18Z,PT30S
0A83iSf96PU,【#カラオケへいこう】懐かしのボカロ曲をみんなでカラオケ♪♪♪【にじさんじ】,#カラオケへいこう,"歌, カラオケへいこう",2023-10-15T13:18:19Z,PT3H56M
bqRRid0Xwc0,大人向け雑誌【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-10-07T03:00:30Z,PT15S
Hl8rYR4oo7E,金曜日のおはよう♡いってらっしゃい♡をするお姉さん #shorts #vtuber #切り抜き,"#shorts, #vtuber, #切り抜き","雑談, フリートーク",2023-09-28T22:00:09Z,PT37S
6h-RkhSX7CU,お子様プレートを実は頼みたいお姉さん #shorts #切り抜き #vtuber,"#shorts, #切り抜き, #vtuber","雑談, 体験談",2023-09-24T03:00:02Z,PT36S
UiIp-docNEg,【#カラオケへいこう】最近のボカロ曲をみんなでカラオケ♪♪♪【にじさんじ】,#カラオケへいこう,"歌, カラオケへいこう",2023-09-23T09:20:31Z,PT3H9M16S
FLYpsydmDxM,ピックアップガチャSSR【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-09-21T09:00:10Z,PT12S
Tp7e7ZC42rc,誕生日にケーキ屋に凸した結果、予想外の展開に焦る白雪巴 #shorts #vtuber #切り抜き,"#shorts, #vtuber, #切り抜き","イベント, 誕生祭",2023-09-17T03:00:10Z,PT39S
s18DSkQD_iY,居酒屋でリスナーと待ち合わせをする白雪巴 #shorts #vtuber #切り抜き,"#shorts, #vtuber, #切り抜き","雑談, ファンミーティング",2023-09-16T03:00:22Z,PT34S
N3HfHDSyutA,白雪巴の逆凸を●●●●で放送禁止にする大先輩(戦犯)花畑チャイカ #shorts #vtuber #切り抜き,"#shorts, #vtuber, #切り抜き","雑談, フリートーク, 花畑チャイカ, コラボ",2023-09-10T09:00:20Z,PT42S
N8jx9vykJQU,マイクラで豚にトロッコを奪われる白雪巴 #shorts #vtuber #minecraft,"#shorts, #vtuber, #minecraft","ゲーム実況, Minecraft",2023-09-06T09:00:15Z,PT29S
bUbPZUQMlSo,【#白雪巴新衣装】女王の本気、魅せてあげる♡【白雪 巴/にじさんじ】,#白雪巴新衣装,"お披露目, 新衣装",2023-08-26T13:05:26Z,PT53M38S
2xr96_K69F0,にゃんこダンスにゃん！【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-08-10T09:00:02Z,PT10S
oYfcWjq_3wc,足袋で百合に踏み込む白雪巴 #shorts #vtuber #百合,"#shorts, #vtuber, #百合",百合,2023-08-06T03:00:24Z,PT38S
_onN2qjzwsY,欲望に忠実すぎるお姉さん #shorts #vtuber #切り抜き,"#shorts, #vtuber, #切り抜き","雑談, フリートーク",2023-08-04T09:00:25Z,PT43S
ttXty0f_Tow,肉食系女子♡【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-08-03T09:00:45Z,PT20S
PiBkTFqGqfU,ONLY UP耐久中にカップ麺とビールでキマるお姉さん #shorts #vtuber #実況,"#shorts, #vtuber, #実況","企画, 耐久, Only Up!",2023-07-28T09:00:14Z,PT51S
Sf2ZhOXBJk8,【罵倒】「痩せろ豚」を所望されそれ以上で返す白雪巴 #shorts #vtuber #ダイエット,"#shorts, #vtuber, #ダイエット","雑談, 駄犬",2023-07-26T09:00:41Z,PT31S
YJOLnSkYZwo,よしよし、からの‥‥【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-07-17T09:01:33Z,PT14S
BWWP35A5y88,夏といえばやっぱりコレよね♡【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-07-16T09:00:54Z,PT13S
WSVkYMeYzRk,鬼狩りもいけます【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-07-15T09:00:02Z,PT13S
X-CC93BQvaQ,リスナー投稿の過激な百合エピソードに限界化する白雪巴 #shorts #vtuber #百合,"#shorts, #vtuber, #百合","百合, リアル百合エピソード",2023-07-11T13:10:44Z,PT46S
PPAcGwB5hjE,10000000連ガチャSSR【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","ゲーム実況, 単発ゲーム",2023-07-10T14:00:11Z,PT15S
Lq_NwkawDaY,よく見るCM違和感なさすぎて草【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-07-09T13:08:38Z,PT33S
jtl88hWrRE0,最後まで目そらしちゃダメ【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-07-07T13:00:10Z,PT15S
mHIg7OwR5mk,【晩酌】共依存ってアリ？ナシ？お姉さんの一杯飲み終わるまでホロ酔いトーク #いっ杯晩酌 02【白雪 巴/にじさんじ】,#いっ杯晩酌,"雑談, 晩酌",2023-07-03T17:18:31Z,PT3H50M16S
F0RWoCiWb5o,【#カラオケへいこう】今時流行りのアニメ曲をみんなでカラオケ♪♪♪【にじさんじ】,#カラオケへいこう,"歌, カラオケへいこう, コラボ",2023-07-02T09:36:54Z,PT3H25M47S
ZWryRZWyvh0,かわいい‥？エフェクトダンス踊ってみた【白雪 巴/にじさんじ】#shorts #vtuber #varkshorts,"#shorts, #vtuber, #varkshorts","雑談, フリートーク",2023-06-27T09:00:09Z,PT11S
gMg1j5fj59I,【#ガチ百合】本当にあったリアル百合エピソード＃３【白雪 巴/にじさんじ】,#ガチ百合,"百合, リアル百合エピソード",2023-06-25T15:09:48Z,PT1H58M51S
Kh8QzVCamhY,【百合】二人だけの秘密の場所で待ち合わせ【来栖夏芽/白雪 巴/にじさんじ】#shorts #百合 #vtuber,"#shorts, #百合, #vtuber","百合, 来栖夏芽, コラボ",2023-06-25T09:00:03Z,PT34S
-yl88cJOJGg,【百合】美女怪盗が女王の城に来たので捕まえてみた【ルイス・キャミー/白雪 巴/にじさんじ】#shorts #百合 #vtuber,"#shorts, #百合, #vtuber","百合, ルイス・キャミー, 百合ゲー, コラボ",2023-06-24T09:01:00Z,PT24S
mJPpOncwYb4,【百合】ふわふわの耳と尻尾に抗えるはずもなく‥【フミ/白雪 巴/にじさんじ】#shorts #百合 #vtuber,"#shorts, #百合, #vtuber","百合, フミ, コラボ, リアル百合エピソード",2023-06-23T09:00:59Z,PT27S
M_caFKijvRo,【#カラオケへいこう】なつかしいアニメ曲をみんなでカラオケ♪♪♪【にじさんじ】,#カラオケへいこう,"歌, カラオケへいこう, コラボ",2023-06-18T09:11:28Z,PT2H58M17S
-7zU0xXSavg,【踊ってみた】さくゆいたいそう～お姉さんたちver～【ルイス・キャミー/フミ/来栖夏芽/白雪巴/にじさんじ】#shorts,#shorts,"企画, ルイス・キャミー, フミ, 来栖夏芽, コラボ",2023-06-15T09:00:08Z,PT35S
wJHtLk8HY5Q,【3Dコラボ】#ふるとな3D運動会 スポーツでガチ対決！？敗者は罰ゲーム‥【フミ/ルイス・キャミー/来栖夏芽/白雪巴】,#ふるとな3D運動会,"企画, 大会, フミ, ルイス・キャミー, 来栖夏芽, コラボ",2023-06-12T11:24:49Z,PT1H19M31S
HlqDfQpHyOE,【#にじ女あもあす DAY1】本当なんです‥嘘じゃないんです‥！！！！！【白雪 巴/にじさんじ】,#にじ女あもあす,"ゲーム実況, Among Us, コラボ, 対戦・アクションゲーム",2023-06-04T14:46:40Z,PT2H37M53S
aagziYEE9aY,【#エコカリ】ケモノ娘の神殺しRPG！？とにかくケモノ娘たちが可愛くてエッッッ【白雪 巴/にじさんじ】,#エコカリ,"ゲーム実況, RPG, エコカリ",2023-05-04T12:15:30Z,PT1H1M36S
5_JHcrUgn6g,【Minecraft】ベルさん！！！ネザーってどんなところですか！？！？【#スノーベル/にじさんじ】,#スノーベル,"ゲーム実況, Minecraft, コラボ, #スノーベル, ベルモンド・バンデラス",2023-05-01T15:46:13Z,PT2H34M37S
kOvsSm2Apoo,【ネタバレ注意】キャラを演じながら推理せよ！？リアル脱出ゲーム×朗読劇『時間旅行と7つの謎』【#ふるとな脱出/にじさんじ】,#ふるとな脱出,"朗読・声劇, コラボ",2023-04-29T11:26:19Z,PT5H1M55S
s7T0Raxr22A,【NIKKE】フレンさんと勝負！女王の実力見せてあげるわ #にじニケリターンズ【白雪 巴/にじさんじ】,#にじニケリターンズ【白雪,"ゲーム実況, FPS/TPS, NIKKE, コラボ, 古石フレン",2023-04-28T12:12:12Z,PT1H4M36S
apOmFX2XIDU,【晩酌】女子同士の朝チュンってアリ？お姉さんの一杯飲み終わるまでホロ酔いトーク #いっ杯晩酌 01【白雪 巴/にじさんじ】,#いっ杯晩酌,"雑談, 晩酌",2023-04-17T17:20:59Z,PT1H56M8S
Zt-lew9ZSaA,【白雪巴視点】私達ならきっと大丈夫‥！そうよね？│違う冬のぼくら/BOKURA【#女王と会長/にじさんじ】,#女王と会長,"ゲーム実況, コラボ, #女王と会長, BOKURA",2023-04-16T13:41:31Z,PT8H5M28S
xGHt1kin_Ws,【#にじさんじスマブラ杯】ゼルダしか勝たんッッッッ【白雪 巴/にじさんじ】,#にじさんじスマブラ杯,"ゲーム実況, 対戦・アクションゲーム, スマブラSP, 大会",2023-04-09T04:36:30Z,PT45M21S
1r_sv81QcKY,#NIJIPuyoTetris2023【ぷよテト2】実家では甥っ子に本気出して泣かせるお姉さんやってます＾＾【白雪 巴/にじさんじ】,#NIJIPuyoTetris2023【ぷよテト2,"ゲーム実況, パズル, ぷよテト2, 大会",2023-04-08T03:30:42Z,PT19M12S
dz2z8WkYrXg,【#ガチ百合】本当にあったリアル百合エピソード＃２【白雪 巴/にじさんじ】,#ガチ百合,"百合, リアル百合エピソード",2023-04-04T14:45:08Z,PT1H31M59S
2POiIGMaAEM,【オフコラボ】告知あり！フミともオフコラボで初ホラゲ‥♡【Infliction】【#フミとも/にじさんじ】,#フミとも,"ゲーム実況, ホラー, Infliction, コラボ, #フミとも, フミ",2023-03-18T14:53:24Z,PT2H28M14S
DhawDr_VJdk,「何か」いる事故物件をクールな大人２人で掃除しに来ました｜Paranormal Cleanup【#スノーベル/にじさんじ】,#スノーベル,"ゲーム実況, ホラー, Paranormal Cleanup, コラボ, スノーベル, 健屋花那",2023-03-06T12:06:17Z,PT52M49S
-jzTRBMq-Mk,【#おえもりにじさんじ杯】おえもり2回目で1回目の記憶をほとんど失っている【白雪 巴/にじさんじ】,#おえもりにじさんじ杯,"企画, 大会",2023-03-04T09:59:40Z,PT34M3S
zprJdYqIGe8,【#ガチ百合】本当にあったリアル百合エピソード＃１【白雪 巴/にじさんじ】,#ガチ百合,"百合, リアル百合エピソード",2023-03-03T14:27:33Z,PT1H17M48S
QJmOluP1ubs,【#白雪巴新衣装3D 振り返り】LIVEどうだった？同時視聴しながら裏話など感想会！！！【白雪 巴/にじさんじ】,#白雪巴新衣装3D,"雑談, 振り返り雑談, 3D",2023-02-26T16:49:03Z,PT4H26M49S
fPI5sIvPaUE,【3D LIVE】白雪巴3D新衣装お披露目！素敵な10名のゲスト様たちと歌って踊ります！！Are you ready？【#白雪巴新衣装3D/にじさんじ】,#白雪巴新衣装3D,"お披露目, 新衣装, 3D, 歌",2023-02-25T13:03:07Z,PT54M4S
7dj0D_5i77o,【#白雪誕生祭】最後にプチお披露目＆BIG告知あり！！マシュマロ100選！！！【白雪 巴/にじさんじ】,#白雪誕生祭,"イベント, 誕生祭, マシュマロ",2023-02-08T17:18:13Z,PT5H30M13S
CaC3Jct4ko4,【#にじさんじ麻雀杯】大掃除して部屋がピカピカだからきっと牌もピカピカ【白雪 巴/にじさんじ】,#にじさんじ麻雀杯,"イベント, 雀魂, 大会, #にじさんじ麻雀杯",2023-01-07T10:28:13Z,PT48M57S
JfnWjgk63MA,【3Dカラオケ】クリスマス特別企画！フルトイカラオケ選手権！！！【#フルトイ企画3Dカラオケ選手権/にじさんじ】,#フルトイ企画3Dカラオケ選手権,"歌, 歌枠, #フルトイ企画3Dカラオケ選手権, コラボ, 3D",2022-12-24T13:09:56Z,PT1H53M55S
5_luMGMLcFw,【#マリカにじさんじ杯】Cリーグ本戦！！！一番後輩です優しくしてください；；【マリオカート8DX】【白雪 巴/にじさんじ】,#マリカにじさんじ杯,"イベント, マリオカート8DX, 大会, #マリカにじさんじ杯",2022-12-18T09:34:54Z,PT1H18M49S
ohJ9Z4RPxPY,#ホラゲV女子会【DEVOUR】リベンジVS悪霊！！！儀式を終わらせる‥‥【白雪 巴/にじさんじ】,#ホラゲV女子会【DEVOUR,"ゲーム実況, DEVOUR, ホラー, コラボ",2022-12-16T13:06:11Z,PT2H48M54S
E9G8s-7ism4,【マリオカート8DX】視聴者参加型♥らぶスノ合同練習会♥【#らぶスノ/にじさんじ】,#らぶスノ,"ゲーム実況, マリオカート8DX, レーシングゲーム, #らぶスノ, コラボ",2022-12-15T14:59:41Z,PT3H42M3S
Mq2ZC9By7HQ,【#マリカにじさんじ杯】Fリーグ予選。マリカ予選も3年目ってワケ【マリオカート8DX】【白雪 巴/にじさんじ】,#マリカにじさんじ杯,"ゲーム実況, マリオカート8DX, 大会, #マリカにじさんじ杯",2022-12-11T12:59:52Z,PT1H51M11S
gY-woCX_SWE,【#白雪三周年/歌枠】3周年記念！！にじ3Dライブ衣装で生歌30曲チャレンジ！！！【白雪 巴/にじさんじ】,#白雪三周年,"歌, 歌枠, イベント, 周年記念",2022-11-29T15:30:00Z,PT3H16M13S
qBoDKmzMJOM,【#崩壊3rd】天穹夜行録を初見プレイ！女の子2人がメインのストーリーですって‥！？【白雪 巴/にじさんじ】,#崩壊3rd,"ゲーム実況, 崩壊3rd, RPG",2022-11-12T12:09:52Z,PT1H3M
navrPw5C0lo,#にじスプラ祭り 【スプラトゥーン3】雪月シスターズ第12話(完結)「ずっと味方‥ダヨッ」【白雪 巴/にじさんじ】,#にじスプラ祭り,"ゲーム実況, #にじスプラ祭り, スプラトゥーン3, FPS/TPS",2022-10-16T13:39:32Z,PT4H16M35S
UupLdNmMEFo,【#白雪新衣装】新衣装・ニューヘアーの秋【白雪 巴/にじさんじ】,#白雪新衣装,"お披露目, 新衣装, #白雪巴新衣装",2022-10-10T14:03:02Z,PT1H48M1S
Kp4NKYApGcI,【#にじフェス2022 振り返り】FANTASIAライブ＆にじフェスお疲れ様！！どうだった？【白雪 巴/にじさんじ】,#にじフェス2022,"イベント, フェス, #にじフェス2022, 振り返り雑談",2022-10-03T16:30:30Z,PT3H9M50S
mXRlJxsP4vg,【スプラトゥーン3】ひ　つ　ま　ぶ　し　day2【#らぶスノ/にじさんじ】,#らぶスノ,"ゲーム実況, #らぶスノ, コラボ, スプラトゥーン3, FPS/TPS",2022-09-25T13:41:05Z,PT2H22M58S
jNdro_NRQdM,＃最終回【We Were Here Forever】最強名(迷)探偵のお通りよ！！！！【#女王と会長/にじさんじ】,#女王と会長,"ゲーム実況, #女王と会長, コラボ, We Were Here Forever, パズル",2022-09-22T19:17:45Z,PT5H39M6S
gQ-im1oRbsM,【スプラトゥーン3】フルトイ３人でスプラをするとどうなるこうなる【#フルトイ/にじさんじ】,#フルトイ,"ゲーム実況, スプラトゥーン3, 対戦・アクションゲーム, #フルトイ, コラボ",2022-09-16T15:03:38Z,PT1H34M32S
Rq7oOO8G5mk,＃３【We Were Here Forever】最強名(迷)探偵のお通りよ！！！！【#女王と会長/にじさんじ】,#女王と会長,"ゲーム実況, パズル, We Were Here Forever, #女王と会長, コラボ",2022-09-15T16:57:42Z,PT5H11M48S
jkvQwaVD4BY,＃２【We Were Here Forever】最強名(迷)探偵のお通りよ！！！！【#女王と会長/にじさんじ】,#女王と会長,"ゲーム実況, パズル, We Were Here Forever, #女王と会長, コラボ",2022-09-08T14:57:41Z,PT3H36M29S
oIQPp-g2eK0,＃１【We Were Here Forever】最強名(迷)探偵のお通りよ！！！！【#女王と会長/にじさんじ】,#女王と会長,"ゲーム実況, We Were Here Forever, パズル, #女王と会長, コラボ",2022-09-01T14:13:42Z,PT2H57M12S
XIzTwSHJwnk,#ホラゲV女子会【DEVOUR】可愛い女の子たちに誘われたと思ったらまたホラーでした【白雪 巴/にじさんじ】,#ホラゲV女子会【DEVOUR,"ゲーム実況, ホラー, DEVOUR, コラボ",2022-08-30T14:41:19Z,PT2H9M43S
1UMA5rGgmzs,【#スーパー野田ゲーWORLD】超面白ゲーム！？お笑い芸人さんによるお笑い芸人さん達のゲーム【白雪 巴/にじさんじ】,#スーパー野田ゲーWORLD,"ゲーム実況, 単発ゲーム, スーパー野田ゲーWORLD",2022-08-14T03:32:11Z,PT2H20M13S
lMcfx2jP0i4,【#白雪新衣装】部屋着お披露目♡すっぴんも‥！？【白雪 巴/にじさんじ】,#白雪新衣装,"お披露目, 新衣装",2022-08-06T14:37:20Z,PT2H20M35S
ENEzr9lZ6lo,【百合ゲー】百合V厨バーが送る白衣性恋愛症候群RE:Therapy#最終回【白雪 巴/にじさんじ】,#最終回【白雪,"百合, 百合ゲー, 白衣性恋愛症候群RE:Therapy",2022-07-04T13:15:33Z,PT1H7M14S
zhtQKBedID4,#最終回【ピクミン3】ダレモシナセタクナイ完全初見ピクミン【白雪 巴/にじさんじ】,#最終回【ピクミン3,"ゲーム実況, パズル, ピクミン3",2022-06-25T14:43:01Z,PT3H29M13S
yWWM7Hb_FAU,【推しのラブより恋のラブ～ラブ・オア・ダイ～】推しラブアンコール！？フルトイで神百合ゲーおかわりだ！！！【#フルトイ/にじさんじ】,#フルトイ,"百合, コラボ, #フルトイ, 推しのラブより恋のラブ～ラブ・オア・ダイ～, 百合ゲー",2022-05-28T08:49:10Z,PT3H53M29S
sifFa3aIPko,【#にじさんじ麻雀杯】二日酔い酒ヤケ声でロン！ポン！‥なんだっけ【白雪 巴/にじさんじ】,#にじさんじ麻雀杯,"イベント, ゲーム実況, 大会, #にじさんじ麻雀杯, 単発ゲーム",2022-01-08T10:57:03Z,PT37M28S
8_Rj2g9n-Zo,【#NNOP2022】豪運に寵愛されし未亡人っぽい私～連載中～【白雪 巴/にじさんじ】,#NNOP2022,"イベント, #NNOP2022",2022-01-02T07:45:08Z,PT1H30M56S
IF_OTjVBr2s,【#マリカにじさんじ杯】Eリーグ予選。俺‥ハンドル握れるかな‥【白雪 巴/にじさんじ】,#マリカにじさんじ杯,"イベント, ゲーム実況, 大会, マリオカート8DX, #マリカにじさんじ杯, レーシングゲーム",2021-12-19T08:21:55Z,PT1H43M1S
Q5C7ZyvkXnc,【#マリカにじさんじ杯】Cチーム神速RTA団体戦わっしょい【白雪 巴/にじさんじ】,#マリカにじさんじ杯,"イベント, ゲーム実況, マリオカート8DX, レーシングゲーム, 大会, #マリカにじさんじ杯",2021-12-18T10:09:17Z,PT2H37M22S
5CJBok6iuaw,【#エデンとアソボウ/Among US】エデン組に招集されましたｇｋｂｒ【白雪 巴/にじさんじ】,#エデンとアソボウ,"ゲーム実況, #エデンとアソボウ, Among US, 対戦・アクションゲーム, コラボ",2021-12-11T14:42:51Z,PT2H16M44S
UoxNA1uZSIA,【2周年記念】ただいま。さてお祝いしましょうか #白雪巴2周年【白雪 巴/にじさんじ】,#白雪巴2周年【白雪,"イベント, 周年記念",2021-12-04T16:08:17Z,PT2H18M9S
41_bO38sElU,【#にじスプラ大会】白雪巴視点。大会当日～極肆姉妹～【白雪 巴/にじさんじ】,#にじスプラ大会,"ゲーム実況, 企画, FPS/TPS, 大会, スプラトゥーン2",2021-11-20T11:12:19Z,PT53M38S
2A94tnDP-WM,【切り抜き】10分でわかる仲良しお姉さんズ”フルトイ”とは【#フルトイ/にじさんじ】,#フルトイ,"雑談, 振り返り雑談, #フルトイ",2021-11-05T14:00:13Z,PT12M50S
E2raT7r9I50,【オフコラボ】ハロウィン♡お泊まり仮装パーティー【#フルトイ/にじさんじ】,#フルトイ,"企画, コラボ, #フルトイ",2021-10-29T15:18:22Z,PT2H48M21S
GNJg1rCeHRo,【ARK: Crystal isles】タスクは増え続けるもの【#にじARK/白雪 巴/にじさんじ】,#にじARK,"ゲーム実況, #にじARK, ARK: Crystal isles, サンドボックス",2021-10-25T17:02:04Z,PT2H21M45S
9krxtYj6FSQ,【#にじ診断】一番性格が近い先輩がわかる‥ってコト！？【白雪 巴/にじさんじ】,#にじ診断,"企画, 検証",2021-10-24T12:51:43Z,PT1H38M46S
29yscbXUFsI,【ARK: Crystal isles】白雪さんはワイバーンで空を飛びたい【#にじARK/白雪 巴/にじさんじ】,#にじARK,"ゲーム実況, サンドボックス, ARK: Crystal isles, #にじARK",2021-10-16T16:42:32Z,PT6H41M35S
NykQGBgLevc,【ARK: Crystal isles】恐竜ちゃんたちへはじめての家作り【#にじARK/白雪 巴/にじさんじ】,#にじARK,"ゲーム実況, サンドボックス, ARK: Crystal isles, #にじARK",2021-10-02T17:46:44Z,PT7H58M51S
lgTxjHrpeCs,【ARK: Crystal isles】初めてのおひとり様Ark！恐竜ちゃんたちに餌あげる【#にじARK/白雪 巴/にじさんじ】,#にじARK,"ゲーム実況, #にじARK, ARK: Crystal isles, サンドボックス",2021-09-30T12:15:01Z,PT12M40S
MNlXkHf4nBE,【#白雪巴新衣装】上から見るか下から見るか【白雪 巴/にじさんじ】,#白雪巴新衣装,"お披露目, 新衣装, #白雪巴新衣装",2021-09-25T12:58:55Z,PT49M12S
